Eintragsnummer;Tree;BLEU;BCR;FCR;Gapping;SGF;LCO;NoCCE;"Phenomena simplified (b/f/g/s/k=not-bfgs-coord);""-"" kein Phänomen, gegebenenfalls Satzkoordination(en)";Phenomena Bemerkung;Treebank-Sentence;Reconstructed-Sentence;Gold_1;Gold_2;Gold_3
1495;(s99755_VROOT(SIMPX(VF(PX(APPR-d Auf)(NX-HD(NX-HD-dsf(ART-dsf einer)(ADJX(ADJX-dsf(ADJA-dsf kleinen))($, ,)(ADJX-dsf(ADJA-dsf zentralen)))(NN-dsf Drehbühne))($, ,)(RSIMPX(C(PX(APPR-a um)(NX-HD-asf(PRELS-asf die))))(MF-3p(NX-ON-npm(ART-npm die)(NN-npm Zuschauer))(PX(KOKOM wie)(APPR-d in)(NX-HD(ART-dsf einer)(NX-HD(NX-KONJ(TRUNC Peep-))(KON oder)(NX-KONJ-dsf(NN-dsf Karaokeshow))))))(VC-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis stehen)))))))($, ,)(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis wedelt)))(MF-3s(ADVX(ADV beispielsweise))(NX-ON-nsf(ART-nsf eine)(NN-nsf Schauspielerin))(ADJX(ADJD herzzerreißend))(PX(APPR-d mit)(NX-HD(NX-KONJ-dpf(NN-dpf Schnulzen))(KON und)(NX-KONJ-dpm(NN-dpm Popsongs))))))(KON und)(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis versucht)))(NF(SIMPX-OS(MF(PX(APPRART-dsn zum)(NX-HD-dsn(NN-dsn Mitmachen))))(VC-PTKZU(PTKZU-HD(PTKZU zu)(VVINF animieren))))))))($. .));1;0;0;0;1;1;0;s+k+k+k;NP Koord PP dreimal + sgf;Auf einer kleinen , zentralen Drehbühne , um die die Zuschauer wie in einer Peep- oder Karaokeshow stehen , wedelt beispielsweise eine Schauspielerin herzzerreißend mit Schnulzen und Popsongs und versucht zum Mitmachen zu animieren .;Auf einer kleinen , zentralen Drehbühne , um die die Zuschauer wie in einer Peep- oder Karaokeshow stehen , wedelt beispielsweise eine Schauspielerin herzzerreißend mit Schnulzen und Popsongs und eine_s Schauspielerin_s versucht zum Mitmachen zu animieren .;Auf [einer kleinen , zentralen Drehbühne] , um die die Zuschauer wie in [einer Peep- oder Karaokeshow] stehen , wedelt beispielsweise eine Schauspielerin herzzerreißend mit [Schnulzen und Popsongs] und eine_s Schauspielerin_s versucht zum Mitmachen zu animieren .;;
1496;"(s101168_VROOT(SIMPX(VF-3p(NX-ON-np*3(PPER-np*3 Sie)))(LKFKOORD(LKFKONJ-KONJ(LK-VMFIN-3pit(VMFIN-HD-3pit(VMFIN-3pit wollten)))(MF(NX-OA-asn(PIAT-*** etwas)(NN-asn Neues))(PX(APPR-a in)(NX-HD-asm(NN-asm Gang))))(VC-VVINF(VVINF-OV(VVINF bringen))))($, ,)(LKFKONJ-KONJ(LK-VAFIN-3pit(VAFIN-HD-3pit(VAFIN-3pit wurden)))(MF(ADVX(ADV aber)))(VC-VVPP(VVPP-OV(VVPP-KONJ(VVPP verdrängt))(KON und)(VVPP-KONJ(VVPP ausmanövriert))))(NF(PX(APPR-d von)(NX-HD(NX-APP(NX-HD-dpm(ART-dpm den)(NN-dpm Enkeln))($LPar "")(NX-gsm(NE-gsm Breschnews))($RPar ""))($, ,)(NX-APP(NX-HD-dpm(ADJX-dpm(ADJA-dpm skrupellosen))(NN-dpm Geschäftemachern))($, ,)(RSIMPX(C-3p(NX-ON-np*(PRELS-np* die)))(MF(ADJX(ADJD überwiegend))(PX(APPR-d aus)(NX-HD(NX-KONJ-dsf(ART-dsf der)(ADJX-dsf(ADJA-dsf technokratischen))(NN-dsf Nomenklatura))(KON oder)(NX-KONJ-dsm(ART-dsm dem)(NE-dsm Komsomol)))))(VC-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis stammen)))))))))))($. .))";0,875099544501817;0;1;1;0;1;0;f+fg+k;fcr + fg + NP Koord PP;"Sie wollten etwas Neues in Gang bringen , wurden aber verdrängt und ausmanövriert von den Enkeln "" Breschnews "" , skrupellosen Geschäftemachern , die überwiegend aus der technokratischen Nomenklatura oder dem Komsomol stammen .";"Sie wollten etwas Neues in Gang bringen , sie_f wurden aber verdrängt und ausmanövriert von den Enkeln "" Breschnews "" , skrupellosen Geschäftemachern , die überwiegend aus der technokratischen Nomenklatura oder dem Komsomol stammen .";"Sie wollten etwas Neues in Gang bringen , sie_f wurden aber verdrängt und sie_fg wurden_fg aber_fg ausmanövriert von den Enkeln "" Breschnews "" , skrupellosen Geschäftemachern , die überwiegend aus der technokratischen Nomenklatura oder dem Komsomol stammen .";;
1497;"(s101104_VROOT(SIMPX(VF-3s(NX-ON(NX-HD-nsf(ART-nsf Die)(NN-nsf US-Botschaft))(PX(APPR-d in)(NX-HD-dsn(NE-dsn Jakarta)))))(LK-VAFIN-3sit(VAFIN-HD-3sit(VAFIN-3sit war)))(MF(NX-PRED-gsf(ART-gsf der)(NN-gsf Ansicht)))($, ,)(NF(SIMPX-PREDMOD(SIMPX-KONJ(VF(NX-OD-dsf(ART-dsf der)(NE-dsf PKI)))(LK-VAFIN-3sks(VAFIN-HD-3sks(VAFIN-3sks sei)))(MF(PX($LPar "")(APPR-d mit)(NX-HD-dpn(ART-dpn den)(ADJX-dpn(ADJA-dpn üblichen))(ADJX-dpn(ADJA-dpn demokratischen))(NN-dpn Mitteln))($RPar ""))(ADVX(PTKNEG nicht)))(VC-VVIZU(VVIZU-OV(VVIZU beizukommen))))(KON und)(SIMPX-KONJ(VF-3s(NX-ON-ns*(PIS-ns* man)))(LK-VMFIN-3sks(VMFIN-HD-3sks(VMFIN-3sks müsse)))(MF(NX-OA-as*3(PRF-as*3 sich))(ADVX(ADV vielleicht))(PX(APPR-d zu)(NX-HD(NX-HD-dsf(ART-dsf einer)($LPar "")(NN-dsf Eliminierung)($RPar ""))(PX(APPR-a durch)(NX-HD(NX-KONJ-asf(NN-asf Polizei))(KON und)(NX-KONJ-asn(NN-asn Militär)))))))(VC-VVINF(VVINF-OV(VVINF entschließen)))))))($. .))";1;0;0;0;0;1;0;k;Satz Koord + NP Koord PP;"Die US-Botschaft in Jakarta war der Ansicht , der PKI sei "" mit den üblichen demokratischen Mitteln "" nicht beizukommen und man müsse sich vielleicht zu einer "" Eliminierung "" durch Polizei und Militär entschließen .";"Die US-Botschaft in Jakarta war der Ansicht , der PKI sei "" mit den üblichen demokratischen Mitteln "" nicht beizukommen und man müsse sich vielleicht zu einer "" Eliminierung "" durch Polizei und Militär entschließen .";"Die US-Botschaft in Jakarta war der Ansicht , der PKI sei "" mit den üblichen demokratischen Mitteln "" nicht beizukommen und man müsse sich vielleicht zu einer "" Eliminierung "" durch Polizei und Militär entschließen .";;
1498;"(s102886_VROOT(SIMPX(SIMPX-KONJ(VF(SIMPX-OS($LPar "")(VF(PX(APPRART-dsn Zum)(NX-HD-dsn(NN-dsn Glück))))(LK-VVFIN-1sis(VVFIN-HD-1sis(VVFIN-1sis zahl)))(MF-1s(NX-ON-ns*1(PPER-ns*1 ich))(NX-OA-apf(PIAT-apf keine)(NN-apf Rundfunkgebühren)))($RPar "")))($, ,)(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis sagt)))(MF-3s(NX-ON-nsm(ART-nsm ein)(NN-nsm Passant))))(KON und)(SIMPX-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis wendet)))(MF(NX-OA-as*3(PRF-as*3 sich)))(VC(PTKVZ ab))($, ,)(NF(CSIMPX(CKOU(KOUS während))(MF-3p(NX-ON(NX-HD-npm(NN-npm Handverkäufer))(PX(APPR-d von)(NX-HD(NX-KONJ-dsm($LPar "")(NE-dsm Kassiber)($RPar ""))(KON und)(NX-KONJ-dsf($LPar "")(NE-dsf taz)($RPar ""))))))(VC-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis versuchen)))($, ,)(NF(SIMPX-OS(MF(NX-OA-asm(ART-asm den)(ADJX-asm(ADJA-asm kleinen))(NN-asm Menschenauflauf))(PX(APPR-a für)(NX-HD-ap*3(PRF-ap*3 sich))))(VC-PTKZU(PTKZU-HD(PTKZU zu)(VVINF nutzen)))))))))($. .))";0,723850503060226;0;0;0;1;1;0;s+k;sgf + NP Koord PP;""" Zum Glück zahl ich keine Rundfunkgebühren "" , sagt ein Passant und wendet sich ab , während Handverkäufer von "" Kassiber "" und "" taz "" versuchen , den kleinen Menschenauflauf für sich zu nutzen .";""" Zum Glück zahl ich keine Rundfunkgebühren "" , sagt ein Passant und zum_f_f Glück_f_f ""_f zum_f_f Glück_f_f zahl_f ich_f keine_f Rundfunkgebühren_f ""_f ,_f wendet sich ab , während Handverkäufer von "" Kassiber "" und "" taz "" versuchen , den kleinen Menschenauflauf für sich zu nutzen .";"Zum Glück zahl ich keine Rundfunkgebühren  , sagt ein Passant und ein_s Passant_s wendet sich ab , während Handverkäufer von "" Kassiber "" und "" taz "" versuchen , den kleinen Menschenauflauf für sich zu nutzen .";;
1499;(s99752_VROOT(SIMPX(VF-3s(NX-ON(NX-HD-nsm(NX-gsm(NE-gsm Maayans))(NN-nsm Blick))(PX(APPR-a in)(NX-HD(NX-HD-apf(ART-apf die)(NN-apf Tiefen))(NX-gsf(ART-gsf der)(ADJX-gsf(ADJA-gsf israelischen))(NN-gsf Seele))))))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis ist)))(MF(ADVX(ADV wohl))(PX(PROP deshalb))(ADJX(ADVX(ADV so))(ADJD frappierend)))($, ,)(NF(CSIMPX(CKOU(KOUS weil))(MFFKOORD(MFFKONJ-KONJ(MF-3s(NX-ON-nsm3(PPER-nsm3 er))(ADVX(ADV zwar))(NX-OA(NX-HD-asn(ART-asn das)(NN-asn Innere))(NX-gpf(PPOSAT-gpf seiner)(NN-gpf Figuren)))(ADJX(ADJD schonungslos))(PX(APPR-d nach)(ADVX(ADV außen))))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis kehrt))))($, ,)(MFFKONJ-KONJ(MF(PX(PROP trotzdem))(ADVX(ADV aber))(NX-PRED(ART-nsm ein)(NX-HD(NX-KONJ-nsm(ADJX-nsm(ADJA-nsm pathetischer))(NN-nsm Aufklärer))(KON und)(NX-KONJ-nsm(ADJX-nsm(ADJA-nsm liebender))(NN-nsm Zeitgenosse)))))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis bleibt))))))))($. .));0,853294165327567;0;1;0;0;1;0;f+k;fcr;Maayans Blick in die Tiefen der israelischen Seele ist wohl deshalb so frappierend , weil er zwar das Innere seiner Figuren schonungslos nach außen kehrt , trotzdem aber ein pathetischer Aufklärer und liebender Zeitgenosse bleibt .;Maayans Blick in die Tiefen der israelischen Seele ist wohl deshalb so frappierend , weil er zwar das Innere seiner Figuren schonungslos nach außen kehrt , trotzdem aber ein pathetischer Aufklärer und trotzdem_f aber_f ein_f liebender Zeitgenosse bleibt .;Maayans Blick in die Tiefen der israelischen Seele ist wohl deshalb so frappierend , weil er zwar das Innere seiner Figuren schonungslos nach außen kehrt , weil_f er_f trotzdem aber ein pathetischer Aufklärer und liebender Zeitgenosse bleibt .;;
1500;(s100427_VROOT(SIMPX(VF(ADVX(ADVX(ADV Dummerweise))(ADVX(ADV aber))))(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis trägt)))(MF-3s(NX-ON-nsm(NE-nsm Eric)(NE-nsm Idle))(PX(APPR-d in)(NX-HD-dsm(PDAT-dsm diesem)(NN-dsm Film)))(NX-OA(NX-APP-asm(ART-asm den)(NN-asm Namen))(NX-APP-asm(NE-asm Alan)(NE-asm Smithee)))))($, ,)(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis klaut)))(MF(NX-OA(NX-HD-asn(ART-asn das)(NN-asn Filmnegativ))(NX-gsf(ART-gsf der)(NN-gsf 200-Millionen-Dollar-Produktion)))))(KON und)(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis läßt)))(MF(NX-OA-as*3(PRF-as*3 sich))(ADJX(ADJD live))(PX(APPR-d von)(NX-HD-dsm(NE-dsm Larry)(NE-dsm King))))(VC-VVINF(VVINF-OV(VVINF interviewen)))($, ,)(NF(RSIMPX(C-3s(NX-ON-nsn(PRELS-nsn was)))(MF(ADVX(ADV natürlich))(NX-OA-asf(ADJX-asf(ADJA-asf panische))(NN-asf Betriebsamkeit)))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis auslöst))))))))($. .));0,900462998303199;0;0;0;1;0;0;s+s;sgf zweimal;Dummerweise aber trägt Eric Idle in diesem Film den Namen Alan Smithee , klaut das Filmnegativ der 200-Millionen-Dollar-Produktion und läßt sich live von Larry King interviewen , was natürlich panische Betriebsamkeit auslöst .;Dummerweise aber trägt Eric Idle in diesem Film den Namen Alan Smithee , Eric_s Idle_s klaut das Filmnegativ der 200-Millionen-Dollar-Produktion und läßt sich live von Larry King interviewen , was natürlich panische Betriebsamkeit auslöst .;Dummerweise aber trägt Eric Idle in diesem Film den Namen Alan Smithee , Eric_s Idle_s klaut das Filmnegativ der 200-Millionen-Dollar-Produktion und Eric_s Idle_s läßt sich live von Larry King interviewen , was natürlich panische Betriebsamkeit auslöst .;;
1501;(s100316_VROOT(SIMPX(SIMPX-KONJ(VF-3s(NX-ON(NX-HD-nsf(ART-nsf Die)(ADJX-nsf(ADVX(ADV bislang))(ADJX(ADJD bundesweit))(PX(APPR-d in)(NX-HD-dpm(ADVX(ADV etwa))(ADJX(CARD 30.000))(NN-dpm Fällen)))(ADJA-nsf praktizierte))(NN-nsf Drogensubstitution))(PX(APPR-d mit)(NX-HD-dsn(ART-dsn dem)(NN-dsn Opiat)))))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis ist)))(MF(ADVX(ADV dann))(PX(APPR-a per)(NX-HD-asn(NN-asn Gesetz))))(VC-VVPP(VVPP-OV(VVPP unterbunden))))($, ,)(SIMPX-KONJ(VF-3s(NX-ON(NX-HD-nsf(ART-nsf eine)(ADJX-nsf(ADJA-nsf entsprechende))(NN-nsf Änderung))(NX-gsn(ART-gsn des)(NN-gsn Betäubungsmittelgesetzes))))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis ist)))(MF(PX(APPRART-dsm am)(NX-HD(NX-HD-dsm(ADJX-dsm(ADJA-dsm 1.))(NN-dsm Februar))(NX-gsn(PDAT-gsn dieses)(NN-gsn Jahres))))(PX(APPR-d mit)(NX-HD-dsf(ART-dsf einer)(NN-dsf Übergangsfrist)))(PX(APPR-a in)(NX-HD-asf(NN-asf Kraft))))(VC-VVPP(VVPP-OV(VVPP getreten)))))($. .));1;0;0;0;0;0;1;-;Satz Koord;Die bislang bundesweit in etwa 30.000 Fällen praktizierte Drogensubstitution mit dem Opiat ist dann per Gesetz unterbunden , eine entsprechende Änderung des Betäubungsmittelgesetzes ist am 1. Februar dieses Jahres mit einer Übergangsfrist in Kraft getreten .;Die bislang bundesweit in etwa 30.000 Fällen praktizierte Drogensubstitution mit dem Opiat ist dann per Gesetz unterbunden , eine entsprechende Änderung des Betäubungsmittelgesetzes ist am 1. Februar dieses Jahres mit einer Übergangsfrist in Kraft getreten .;Die bislang bundesweit in etwa 30.000 Fällen praktizierte Drogensubstitution mit dem Opiat ist dann per Gesetz unterbunden , eine entsprechende Änderung des Betäubungsmittelgesetzes ist am 1. Februar dieses Jahres mit einer Übergangsfrist in Kraft getreten .;;
1502;"(s102806_VROOT(SIMPX(SIMPX-KONJ(VF(PX(ADVX(ADV Auch))(APPRART-dsn im)(NX-HD(NX-HD-dsn(NN-dsn WM-Tagebuch)($RPar ""))(PX(APPR-d von)(NX-HD-dsn(NN-dsn Bild))))))($LPar "")(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis tauchen)))(MF-3p(NX-ON-npf(NN-npf Frauen)))(VC(PTKVZ auf))($RPar ""))($, ,)(SIMPX-KONJ(VF-3p(NX-ON-np*(PIS-np* alle)))(MF(ADJX(ADJX(PX(APPR-d zwischen)(NX-HD(NX-KONJ(CARD 1,68))(KON und)(NX-KONJ(CARD 1,74))))(ADJD groß))(KON und)(ADJX(ADJX(ADJD perfekt))(ADJD gebaut))))(NF(RSIMPX($LPar "")(C(NX-OA-asn(PRELS-asn was)))(MF-3s(NX-ON-nsm(ART-nsm der)(NN-nsm Fachjournalist))(PX(PROP deshalb))(ADJX(ADVX(ADV so))(ADJD genau)))(VC-VMFIN-3sis(VVINF-OV(VVINF erkennen))(VMFIN-HD-3sis(VMFIN-3sis kann)))($, ,)(NF(CSIMPX(CKOU(KOUS da))(MF-3s(NX-ON-nsm3(PPER-nsm3 er))(PX(APPR-d in)(NX-HD-dsf(ART-dsf der)(ADJX-dsf(ADJA-dsf ersten))(NN-dsf Reihe))))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis sitzt)))))($RPar "")))($, ,)))($. .))";1;0;0;0;0;1;0;k+k;NP Koord PP + Mod Koord;"Auch im WM-Tagebuch "" von Bild "" tauchen Frauen auf "" , alle zwischen 1,68 und 1,74 groß und perfekt gebaut "" was der Fachjournalist deshalb so genau erkennen kann , da er in der ersten Reihe sitzt "" , .";"Auch im WM-Tagebuch "" von Bild "" tauchen Frauen auf "" , alle zwischen 1,68 und 1,74 groß und perfekt gebaut "" was der Fachjournalist deshalb so genau erkennen kann , da er in der ersten Reihe sitzt "" , .";"Auch im WM-Tagebuch "" von Bild "" tauchen Frauen auf "" , alle zwischen 1,68 und 1,74 groß und perfekt gebaut "" was der Fachjournalist deshalb so genau erkennen kann , da er in der ersten Reihe sitzt "" , .";;
1503;(s104184_VROOT(SIMPX(VF-3s(NX-ON(NX-HD-nsn(ART-nsn Das)(ADJX-nsn(ADJA-nsn durchdringende))(NN-nsn Brummen))(NX-gpm(ART-gpm der)(NN-gpm Hydraulikmotoren))))(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis frißt)))(MF(NX-OA-as*3(PRF-as*3 sich))(PX(APPR-a in)(NX-HD-apm(ART-apm die)(NN-apm Gehörgänge)))))(KON und)(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis schluckt)))(MF(NX-OA(NX-KONJ(NX-HD-apm(ART-apm die)(ADJX-apm(ADJA-apm kurzen))(NN-apm Rufe))(NX-gpm(ART-gpm der)(NN-gpm Hafenarbeiter)))($, ,)(NX-KONJ(NX-HD-asn(ART-asn das)(NN-asn Prasseln))(NX-gsm(ART-gsm des)(NN-gsm Sommerregens)))($, ,)(NX-KONJ(NX-HD(NX-HD-asn(ART-asn das)(ADJX-asn(ADJA-asn trockene))(NN-asn Anschlagen))(NX-gpn(ART-gpn der)(ADJX-gpn(ADJA-gpn schenkeldicken))(NN-gpn Stahlseile)))(PX(APPR-d auf)(NX-HD(NX-HD-dpf(ART-dpf den)(ADJX-dpf(ADJA-dpf knallroten))(NN-dpf Krallen))(NX-gpm(ART-gpm der)(NN-gpm Kräne))))))))))($. .));1;0;1;0;0;1;0;f+k;fcr + NP Koord OA;Das durchdringende Brummen der Hydraulikmotoren frißt sich in die Gehörgänge und schluckt die kurzen Rufe der Hafenarbeiter , das Prasseln des Sommerregens , das trockene Anschlagen der schenkeldicken Stahlseile auf den knallroten Krallen der Kräne .;Das durchdringende Brummen der Hydraulikmotoren frißt sich in die Gehörgänge und das_f durchdringende_f Brummen_f der_f Hydraulikmotoren_f schluckt die kurzen Rufe der Hafenarbeiter , das Prasseln des Sommerregens , das trockene Anschlagen der schenkeldicken Stahlseile auf den knallroten Krallen der Kräne .;Das durchdringende Brummen der Hydraulikmotoren frißt sich in die Gehörgänge und das_f durchdringende_f Brummen_f der_f Hydraulikmotoren_f schluckt [die kurzen Rufe der Hafenarbeiter , das Prasseln des Sommerregens , das trockene Anschlagen der schenkeldicken Stahlseile] auf den knallroten Krallen der Kräne .;;
1504;(s100947_VROOT(SIMPX(SIMPX-KONJ(VF-3p(NX-ON-npm(ART-npm Die)(NN-npm Tests)))(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis bestätigen)))(MF(ADVX(ADVX(ADV einmal))(ADVX(ADV mehr)))(NX-OA(NX-HD-apm(ART-apm die)(NN-apm Kritiker))(NX-gsf(ART-gsf der)(NN-gsf Atompolitik)))))(KON und)(LKFKONJ-KONJ(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis belegen)))(MF(NX-OA(NX-HD-asf(ART-asf die)(NN-asf Fragwürdigkeit))(NX-gpm(ART-gpm der)(ADJX-gpm(ADJA-gpm internationalen))(NN-gpm Atomverträge)))))))($, ,)(KON doch)(SIMPX-KONJ(VF(PX(PX(PROP drüber))(ADVX(ADV hinaus))))(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis machen)))(MF-3p(NX-ON-np*3(PPER-np*3 sie))(ADJX(ADJD deutlich)))($, ,)(NF(SIMPX(C(ADJX(ADVX(PWAV wie))(ADJD instabil)))(MF-3p(NX-ON-npn(ART-npn die)(NN-npn Verhältnisse))(PX(APPR-d in)(NX-HD(NX-HD-dsf(PDAT-dsf dieser)(NN-dsf Region))(NX-gsn(NE-gsn Asiens)))))(VC-VAFIN-3pis(VAFIN-HD-3pis(VAFIN-3pis sind)))))))($. .));1;0;1;0;0;0;0;f;fcr;Die Tests bestätigen einmal mehr die Kritiker der Atompolitik und belegen die Fragwürdigkeit der internationalen Atomverträge , doch drüber hinaus machen sie deutlich , wie instabil die Verhältnisse in dieser Region Asiens sind .;Die Tests bestätigen einmal mehr die Kritiker der Atompolitik und die_f Tests_f belegen die Fragwürdigkeit der internationalen Atomverträge , doch drüber hinaus machen sie deutlich , wie instabil die Verhältnisse in dieser Region Asiens sind .;Die Tests bestätigen einmal mehr die Kritiker der Atompolitik und die_f Tests_f belegen die Fragwürdigkeit der internationalen Atomverträge , doch drüber hinaus machen sie deutlich , wie instabil die Verhältnisse in dieser Region Asiens sind .;;
1505;(s101044_VROOT(SIMPX(VF-3s(NX-ON(NX-KONJ-nsf(PDAT-nsf Diese)(NN-nsf Bewegung))(KON und)(NX-KONJ(NX-HD-npm(PPOSAT-npm ihre)(ADJX-npm(ADJA-npm treuesten))(NN-npm Anhänger))(PX(APPR-d unter)(NX-HD-dpn(ART-dpn den)(NN-dpn BJP-Mitgliedern))))))(LK-VAFIN-3pis(VAFIN-HD-3pis(VAFIN-3pis werden)))(MF(NX-OA(NX-HD(NX-HD-asf(ART-asf eine)(NN-asf Abschwächung))(NX-gsm(ART-gsm des)(NN-gsm Hindu-Nationalismus)))($, ,)(RSIMPX(C-3s(NX-ON-nsf(PRELS-nsf die)))(MF(PX(APPR-a für)(NX-HD(NX-HD-apm(ART-apm die)(NN-apm Bündnispartner))(NX-gsf(ART-gsf der)(NE-gsf BJP))))(ADVX(ADV wiederum))(NX-OA(NX-HD-asf(ART-asf die)(NN-asf Voraussetzung))(PX(APPR-a für)(NX-HD(NX-HD-asf(ART-asf eine)(NN-asf Unterstützung))(NX(NX-HD-gsf(ART-gsf der)(NN-gsf Regierung))(NX-gsm(NE-gsm Vajpayee)))))))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis darstellt)))))($, ,)(ADVX(PTKNEG nicht))(ADJX(ADVX(ADV so))(ADJD einfach)))(VC-VVINF(VVINF-OV(VVINF hinnehmen))))($. .));0,713116702180703;0;0;0;0;1;0;k;NP Koord SB;Diese Bewegung und ihre treuesten Anhänger unter den BJP-Mitgliedern werden eine Abschwächung des Hindu-Nationalismus , die für die Bündnispartner der BJP wiederum die Voraussetzung für eine Unterstützung der Regierung Vajpayee darstellt , nicht so einfach hinnehmen .;Diese Bewegung und ihre treuesten Anhänger unter den BJP-Mitgliedern werden eine Abschwächung des Hindu-Nationalismus , die für die Bündnispartner der BJP wiederum die Voraussetzung für eine Unterstützung der Regierung Vajpayee darstellt hinnehmen_g , diese_f Bewegung_f und_f ihre_f treuesten_f Anhänger_f unter_f den_f BJP-Mitgliedern_f werden_f nicht so einfach hinnehmen .;[Diese Bewegung und ihre treuesten Anhänger] unter den BJP-Mitgliedern werden eine Abschwächung des Hindu-Nationalismus , die für die Bündnispartner der BJP wiederum die Voraussetzung für eine Unterstützung der Regierung Vajpayee darstellt , nicht so einfach hinnehmen .;;
1506;(s104178_VROOT(SIMPX(VF-3s(NX-ON-nsn(ART-nsn Das)(NN-nsn System)))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis treibt)))(MF(ADVX(ADV auch))(NX-OA-asm(ART-asm den)(NN-asm Blessierten)))(VC(PTKVZ voran)))($D -)(PSIMPX(SIMPX-KONJ(VF-3s(NX-ON-nsn(ART-nsn das)(NN-nsn Stephen-Hawking-Kollektiv)))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis ist)))(MF(NX-PRED-nsn(ART-nsn ein)(ADJX-nsn(ADVX(ADVX(ADV sofort))($, ,)(KON aber)(ADVX(ADVX(PTKNEG nicht))(ADV lange)))(ADJA-nsn einleuchtendes))(NN-nsn Bild))))($. :)(KON Denn)(SIMPX-KONJ(VF(CSIMPX(CKOU(KOUS wenn))(MF-3s(NX-ON-nsn3(PPER-nsn3 es))(NX-OA(NX-HD-apm(PIAT-*** mehr)(NE-apm Hawkings))(NX-apm(KOKOM als)(ADVX(ADV beispielsweise))(NN-apm Konzernchefs))))(VC-VVFIN-3skt(VVFIN-HD-3skt(VVFIN-3skt gäbe)))))($, ,)(LK-VAFIN-3skt(VAFIN-HD-3skt(VAFIN-3skt wäre)))(MF-3s(NX-ON-nsm(ART-nsm der)(NN-nsm Fortschritt))(ADVX(ADV vielleicht))(ADVX(ADV wirklich))(NX-PRED-nsm(PPOSS-nsm unser)))))($. .));0,816181465944416;1;1;1;0;0;0;b+fg;fg + bcr;Das System treibt auch den Blessierten voran - das Stephen-Hawking-Kollektiv ist ein sofort , aber nicht lange einleuchtendes Bild : Denn wenn es mehr Hawkings als beispielsweise Konzernchefs gäbe , wäre der Fortschritt vielleicht wirklich unser .;Das System treibt auch den Blessierten voran - das Stephen-Hawking-Kollektiv ist ein sofort , aber nicht lange einleuchtendes Bild : Denn wenn es mehr Hawkings als beispielsweise Konzernchefs gäbe , wäre der Fortschritt vielleicht wirklich unser .;Das System treibt auch den Blessierten voran - das Stephen-Hawking-Kollektiv ist ein sofort einleuchtendes_b Bild_b , das_fg Stephen-Hawking-Kollektiv_fg ist_fg aber nicht lange einleuchtendes Bild : Denn wenn es mehr Hawkings als beispielsweise Konzernchefs gäbe , wäre der Fortschritt vielleicht wirklich unser .;;
