Sent_no;Original sentence;Comments;Canonical form;gold2 (LCO);General order of re-inspection;FCR;Gapping;FG;BCR;SGF;Sentence Length
s1014;Sie flogen von Dänemark nach London , nahmen den Zug bis zur südenglischen Stadt Plymouth und legten den Rest der Strecke zum Hafen von Dartmouth im Taxi zurück . ;;Sie flogen von Dänemark nach London , sie_f nahmen den Zug bis zur südenglischen Stadt Plymouth und sie_f sie_f legten den Rest der Strecke zum Hafen von Dartmouth im Taxi zurück . ;;;1;0;0;0;0;29
s19570;Sie fordern , daß der gesamte Betrag `` in voller Höhe '' bei den Hochschulen verbleibe und nicht Anlaß für Kürzungen staatlicher Zuwendungen sein dürfe . ;;Sie fordern , daß der gesamte Betrag `` in voller Höhe '' bei den Hochschulen verbleibe und daß_f der_f gesamte_f Betrag_f  nicht Anlaß für Kürzungen staatlicher Zuwendungen sein dürfe . ;;;1;0;0;0;0;26
s20348;Sie führte zwar zu der militärischen Zusammenarbeit zwischen Kroaten und Moslems , die in diesem Jahr für die militärischen Siege über die bosnischen Serben verantwortlich war , steht aber verwaltungstechnisch bisher nur auf dem Papier . ;;Sie führte zwar zu der militärischen Zusammenarbeit zwischen Kroaten und Moslems , die in diesem Jahr für die militärischen Siege über die bosnischen Serben verantwortlich war , sie_f steht aber verwaltungstechnisch bisher nur auf dem Papier . ;;;1;0;0;0;0;36
s8610;Sie galt als treibende Kraft hinter dem Premierminister und schien für eine Sekretärin einen viel zu großen Einfluß auszuüben . ;;Sie galt als treibende Kraft hinter dem Premierminister und sie_f schien für eine Sekretärin einen viel zu großen Einfluß auszuüben . ;Sie galt als treibende Kraft hinter dem Premierminister und schien für eine Sekretärin einen viel zu großen Einfluß auszuüben . ;;1;0;0;0;0;20
s10615;Sie galt als treibende Kraft hinter dem Premierminister und schien für eine Sekretärin einen viel zu großen Einfluß auszuüben . ;;Sie galt als treibende Kraft hinter dem Premierminister und sie_f schien für eine Sekretärin einen viel zu großen Einfluß auszuüben . ;Sie galt als treibende Kraft hinter dem Premierminister und schien für eine Sekretärin einen viel zu großen Einfluß auszuüben . ;;1;0;0;0;0;20
s11303;Sie geben mehr für das Bild , als der Photograph , nicht selten die ganze Existenz . '' ;;Sie geben mehr für das Bild , als der Photograph , sie_fg geben_fg nicht selten die ganze Existenz . '' ;Sie geben mehr für das Bild , als der Photograph , nicht selten die ganze Existenz . '' ;;0;0;1;0;0;18
s40223;Sie gelten als freiwillige Mitglieder und können mit zweimonatiger Kündigungsfrist jederzeit zu einer anderen Kasse wechseln . ;;Sie gelten als freiwillige Mitglieder und sie_f können mit zweimonatiger Kündigungsfrist jederzeit zu einer anderen Kasse wechseln . ;Sie gelten als freiwillige Mitglieder und können mit zweimonatiger Kündigungsfrist jederzeit zu einer anderen Kasse wechseln . ;;1;0;0;0;0;17
s34912;Sie ging also an ihren Fernschreiber , berichtete über Katyn und darüber , daß vor Gericht Zweifel an der Täterschaft der Deutschen aufgetreten waren . ;;Sie ging also an ihren Fernschreiber , sie_f berichtete über Katyn und  sie_fg berichtete_fg darüber , daß vor Gericht Zweifel an der Täterschaft der Deutschen aufgetreten waren . ;;;1;0;1;0;0;25
s43824;Sie ging um 262 auf 11 381 Personen zurück und werde noch weiter fallen , sagt Werksleiter Norbert Küpper . ;;Sie ging um 262 auf 11 381 Personen zurück und sie_f werde noch weiter fallen , sagt Werksleiter Norbert Küpper . ;Sie ging um 262 auf 11 381 Personen zurück und werde noch weiter fallen , sagt Werksleiter Norbert Küpper . ;;1;0;0;0;0;20
s46160;Sie haben , so meldet der renommierte New Scientist , eine Laserzahnbürste entwickelt , bei der das Licht aus dem Griff über die Borsten auf die Zähne übertragen wird und dort zusammen mit einer Spezialzahnpasta den im Dunkeln wirkenden Erregern von Parodontose und Karies gründlich den Garaus macht , denn siehe da : Diese im Unsichtbaren wirkenden Keime können das Licht nicht ab - lichtscheues Bakteriengelumpe das . ;;Sie haben , so meldet der renommierte New Scientist , eine Laserzahnbürste entwickelt , bei der das Licht aus dem Griff über die Borsten auf die Zähne übertragen wird und bei_f der_f  das_f Licht_f  dort zusammen mit einer Spezialzahnpasta den im Dunkeln wirkenden Erregern von Parodontose und Karies gründlich den Garaus macht , denn siehe da : Diese im Unsichtbaren wirkenden Keime können das Licht nicht ab - lichtscheues Bakteriengelumpe das . ;Sie haben , so meldet der renommierte New Scientist , eine Laserzahnbürste entwickelt , bei der das Licht aus dem Griff über die Borsten auf die Zähne übertragen wird und bei_f der_f  das_f Licht_f  dort zusammen mit einer Spezialzahnpasta den im Dunkeln wirkenden Erregern von Parodontose und Karies gründlich den Garaus macht , denn siehe da : Diese im Unsichtbaren wirkenden Keime können das Licht nicht ab - lichtscheues Bakteriengelumpe das können_g das_g Licht_g nicht_g ab_g . ;;1;0;0;0;0;68
s47886;Sie haben die Freiheit , in eine Gewerkschaft oder Initiative zu gehen , einen kritischen Aufsatz zu lesen oder gar zu schreiben . ;;Sie haben die Freiheit , in eine Gewerkschaft oder Initiative zu gehen , einen kritischen Aufsatz zu lesen oder gar einen_f kritischen_f Aufsatz_f   zu schreiben . ;Sie haben die Freiheit , in eine Gewerkschaft oder Initiative zu gehen , einen kritischen Aufsatz zu lesen oder gar zu schreiben . ;;1;0;0;0;0;23
s9703;Sie hatte sich zunächst an der - ebenfalls mit sechsstelligen Einnahmen honorierten - Zusammenarbeit mit der Kaufhauskette Hertie ( unter anderem Aktion `` abfallarmer Einkauf '' ) und dem Plastikbehälter-Produzenten Tupper ( `` verpackungsloser Einkauf '' ) entzündet , flammt trotz neuer , strenger Kriterien immer wieder auf . ;;Sie hatte sich zunächst an der - ebenfalls mit sechsstelligen Einnahmen honorierten - Zusammenarbeit mit der Kaufhauskette Hertie ( unter anderem Aktion `` abfallarmer Einkauf '' ) und dem Plastikbehälter-Produzenten Tupper ( `` verpackungsloser Einkauf '' ) entzündet , sie_f flammt trotz neuer , strenger Kriterien immer wieder auf . ;;;1;0;0;0;0;49
s34980;Sie hatten die Entlassungen im wesentlichen mit der Begründung angefochten , daß der Betriebsrat nicht ordnungsgemäß informiert worden und das Anhörungsverfahren auch nicht korrekt gewesen sei . ;;Sie hatten die Entlassungen im wesentlichen mit der Begründung angefochten , daß der Betriebsrat nicht ordnungsgemäß informiert worden sei_b und daß_f das Anhörungsverfahren auch nicht korrekt gewesen sei . ;;;1;0;0;1;0;27
s11083;Sie hatten stets ihre Unschuld beteuert und das Militärregime für die Morde verantwortlich gemacht . ;;Sie hatten stets ihre Unschuld beteuert und sie_fg hatten_fg stets_fg das Militärregime für die Morde verantwortlich gemacht . ;Sie hatten stets ihre Unschuld beteuert und das Militärregime für die Morde verantwortlich gemacht . ;;0;0;1;0;0;15
s22138;Sie heben die Körpergrenzen auf und schaffen eine fremdartige Welt , in der sich - außerhalb des intimen Innenraums von Stimme und Erzählung - Sehnsucht und Ausschließung ausbreiten . ;;Sie heben die Körpergrenzen auf und sie_f schaffen eine fremdartige Welt , in der sich - außerhalb des intimen Innenraums von Stimme und Erzählung - Sehnsucht und Ausschließung ausbreiten . ;;;1;0;0;0;0;29
s46115;Sie heißen Fostra , Cultura oder ReNatour und sind meist nur Experten ein Begriff . ;;Sie heißen Fostra , Cultura oder ReNatour und sie_f sind meist nur Experten ein Begriff . ;Sie heißen Fostra , Cultura oder ReNatour und sind meist nur Experten ein Begriff . ;;1;0;0;0;0;15
s33395;Sie holen unter anderem die Schule nach und erhalten eine Ausbildung . ;;Sie holen unter anderem die Schule nach und sie_f erhalten eine Ausbildung . ;Sie holen unter anderem die Schule nach und erhalten eine Ausbildung . ;;1;0;0;0;0;12
s14762;Sie hört zu , erläutert Eurochinesisch und `` klärt auf '' . ;;Sie hört zu , sie_f erläutert Eurochinesisch und sie_f  `` klärt auf '' . ;Sie hört zu , erläutert Eurochinesisch und `` klärt auf '' . ;;1;0;0;0;0;12
s2605;Sie ist 23 Jahre alt und arbeitet als Hebamme in einem Istanbuler Krankenhaus . ;;Sie ist 23 Jahre alt und sie_f arbeitet als Hebamme in einem Istanbuler Krankenhaus . ;Sie ist 23 Jahre alt und arbeitet als Hebamme in einem Istanbuler Krankenhaus . ;;1;0;0;0;0;14
s32315;Sie ist zugleich Chefin der Auslandsredaktion und damit eine der wenigen weiblichen Programmverantwortlichen in ARD und ZDF überhaupt . ;;Sie ist zugleich Chefin der Auslandsredaktion und sie_fg ist_fg damit eine der wenigen weiblichen Programmverantwortlichen in ARD und ZDF überhaupt . ;Sie ist zugleich Chefin der Auslandsredaktion und damit eine der wenigen weiblichen Programmverantwortlichen in ARD und ZDF überhaupt . ;;0;0;1;0;0;19
s11377;Sie kam fast zu derselben Zeit , als die Mauer zwischen den Deutschen niederstürzte und die Plätze der großen als auch der kleinen DDR-Städte voll von Menschen waren . ;;Sie kam fast zu derselben Zeit , als die Mauer zwischen den Deutschen niederstürzte und als_f die Plätze der großen als auch der kleinen DDR-Städte voll von Menschen waren . ;;;1;0;0;0;0;29
s37987;Sie kämen nicht in den Genuß der vollen Leistung , so Zwirlein , schliefen oft im Zustellbett und hätten keinen Sitzplatzanspruch im Flugzeug . ;;Sie kämen nicht in den Genuß der vollen Leistung , so Zwirlein , sie_f schliefen oft im Zustellbett und sie_f hätten keinen Sitzplatzanspruch im Flugzeug . ;Sie kämen nicht in den Genuß der vollen Leistung , so Zwirlein , schliefen oft im Zustellbett und hätten keinen Sitzplatzanspruch im Flugzeug . ;;1;0;0;0;0;24
s2705;Sie kann ihre Arme kaum mehr bewegen und hat starke Schmerzen im Unterleib . ;;Sie kann ihre Arme kaum mehr bewegen und sie_f hat starke Schmerzen im Unterleib . ;Sie kann ihre Arme kaum mehr bewegen und hat starke Schmerzen im Unterleib . ;;1;0;0;0;0;14
s8925;Sie komme zu spät und sei wegen ihrer Beschränkung auf Frauen im Alter unter 30 Jahren ungenügend . ;;Sie komme zu spät und sie_f sei wegen ihrer Beschränkung auf Frauen im Alter unter 30 Jahren ungenügend . ;Sie komme zu spät und sei wegen ihrer Beschränkung auf Frauen im Alter unter 30 Jahren ungenügend . ;;1;0;0;0;0;18
s48926;Sie kriechen , hocken , balancieren und schwimmen vergebens gegen den Strom , erliegen dem Sog , der sie hinabzieht in schwarze Tiefen . ;;Sie kriechen , sie_f hocken , sie_f balancieren und sie_f schwimmen vergebens gegen den Strom , sie_f erliegen dem Sog , der sie hinabzieht in schwarze Tiefen . ;Sie kriechen , hocken , balancieren und schwimmen vergebens gegen den Strom , erliegen dem Sog , der sie hinabzieht in schwarze Tiefen . ;;1;0;0;0;0;24
s4204;Sie lernte das Geigenspiel zunächst von ihrem Vater und wurde dann eine der ersten Frauen , die am Wiener Konservatorium studierten . ;;Sie lernte das Geigenspiel zunächst von ihrem Vater und sie_f wurde dann eine der ersten Frauen , die am Wiener Konservatorium studierten . ;Sie lernte das Geigenspiel zunächst von ihrem Vater und wurde dann eine der ersten Frauen , die am Wiener Konservatorium studierten . ;;1;0;0;0;0;22
s49739;Sie machten `` unhaltbare politische Versprechen '' und verweigerten den Menschen klare Perspektiven . ;;Sie machten `` unhaltbare politische Versprechen '' und sie_f verweigerten den Menschen klare Perspektiven . ;Sie machten `` unhaltbare politische Versprechen '' und verweigerten den Menschen klare Perspektiven . ;;1;0;0;0;0;14
s31110;Sie machten immer wieder denselben Platz sauber , wuschen saubere Autos , marschierten im Kreis , spielten Karten und schauten vom Bett aus fern . ;;Sie machten immer wieder denselben Platz sauber , sie_f wuschen saubere Autos , sie_f marschierten im Kreis , sie_f spielten Karten und sie_f schauten vom Bett aus fern . ;;;1;0;0;0;0;25
s32591;Sie malte mystische Zeichen in den Sand , legte mir mit seismographischer Zielsicherheit die schönsten Schnecken und Muscheln frei , lehrte mich , die Behausungen von Bernhard L'hermite , dem Einsiedlerkrebs zu erkennen und Krabben mit der Hand zu packen . ;;Sie malte mystische Zeichen in den Sand , sie_f legte mir mit seismographischer Zielsicherheit die schönsten Schnecken und Muscheln frei , sie_f lehrte mich , die Behausungen von Bernhard L'hermite , dem Einsiedlerkrebs zu erkennen und Krabben mit der Hand zu packen . ;;;1;0;0;0;0;41
s16796;Sie meinen , wir könnten uns allein durch eine geschicktere Verteilung der Knappheiten aller Sorgen entledigen - des Mangels an rentabler Arbeit durch Arbeitszeitverkürzungen , des Mangels an Wachstumskraft durch eine ökologische Steuerung , des Mangels an Standort-Attraktivität durch mehr Subventionen , des Mangels an Wettbewerbsfähigkeit durch Aussperrung der ausländischen Konkurrenz . ;LDG SUB (with V2);Sie meinen , wir könnten uns allein durch eine geschicktere Verteilung der Knappheiten aller Sorgen entledigen - sie_g meinen_g ,_g wir_g könnten_g uns_g   des Mangels an rentabler Arbeit durch Arbeitszeitverkürzungen entledigen_g , wir_g könnten_g uns_g des Mangels an Wachstumskraft durch eine ökologische Steuerung entledigen_g , s wir_g könnten_g uns_g des Mangels an Standort-Attraktivität durch mehr Subventionen entledigen_g, wir_g könnten_g uns_g des Mangels an Wettbewerbsfähigkeit durch Aussperrung der ausländischen Konkurrenz entledigen_g . ;;;0;1;0;0;0;52
s27305;Sie mischen zudem im Internet mit und arbeiten jetzt an der Ausstattung der `` virtuellen Filiale '' . ;;Sie mischen zudem im Internet mit und sie_f arbeiten jetzt an der Ausstattung der `` virtuellen Filiale '' . ;Sie mischen zudem im Internet mit und arbeiten jetzt an der Ausstattung der `` virtuellen Filiale '' . ;;1;0;0;0;0;18
s14599;Sie muß dann jedesmal mühsam erklären , daß die EU nicht die Kompetenzen habe , die man ihr allgemein zutraue - das Parlament schon gar nicht . ;;Sie muß dann jedesmal mühsam erklären , daß die EU nicht die Kompetenzen habe , die man ihr allgemein zutraue -  daß_g das Parlament schon gar nicht die_g Kompetenzen_g habe_g ,_g die_g man_g ihr_g allgemein_g zutraue_g . ;;;0;1;0;0;0;27
s26934;Sie nahmen die Vorfertigung am Standort Worms unter dem Namen MBW Maschinenbau in eigene Regie und finanzierten die Gründung mit Mitteln aus dem Sozialplan , die für ihre Abfindung vorgesehen waren . ;;Sie nahmen die Vorfertigung am Standort Worms unter dem Namen MBW Maschinenbau in eigene Regie und sie_f finanzierten die Gründung mit Mitteln aus dem Sozialplan , die für ihre Abfindung vorgesehen waren . ;;;1;0;0;0;0;32
s48735;Sie pulsieren wie ein schlagendes Herz und verändern dabei ihre Helligkeit . ;;Sie pulsieren wie ein schlagendes Herz und sie_f verändern dabei ihre Helligkeit . ;Sie pulsieren wie ein schlagendes Herz und verändern dabei ihre Helligkeit . ;;1;0;0;0;0;12
s37021;Sie rechnen zwar mit weiteren Anhebungen der kurzfristigen Geldmarktsätze durch die Bundesbank , nehmen aber an , daß sich diese kaum auf Anleihen mit längeren Laufzeiten auswirken , die in einer Anlagekonkurrenz zu Aktien stehen . ;;Sie rechnen zwar mit weiteren Anhebungen der kurzfristigen Geldmarktsätze durch die Bundesbank , sie_f nehmen aber an , daß sich diese kaum auf Anleihen mit längeren Laufzeiten auswirken , die in einer Anlagekonkurrenz zu Aktien stehen . ;;;1;0;0;0;0;36
s24360;Sie reißen Bürgersteige auf und wühlen das Erdreich um . ;;Sie reißen Bürgersteige auf und sie_f wühlen das Erdreich um . ;Sie reißen Bürgersteige auf und wühlen das Erdreich um . ;;1;0;0;0;0;10
s6919;Sie reißen den Vorhang der Indifferenz weg und konfrontieren uns - die Gemeinschaft der Täter - mit den abgeschobenen Folgen unseres Tuns . ;;Sie reißen den Vorhang der Indifferenz weg und sie_f konfrontieren uns - die Gemeinschaft der Täter - mit den abgeschobenen Folgen unseres Tuns . ;Sie reißen den Vorhang der Indifferenz weg und konfrontieren uns - die Gemeinschaft der Täter - mit den abgeschobenen Folgen unseres Tuns . ;;1;0;0;0;0;23
s2533;Sie rollten ihre Traktoren auf die Strecke zwischen der Provence und der Alpenregion und verbrannten Reifen auf den Gleisen . ;;Sie rollten ihre Traktoren auf die Strecke zwischen der Provence und der Alpenregion und sie_f verbrannten Reifen auf den Gleisen . ;Sie rollten ihre Traktoren auf die Strecke zwischen der Provence und der Alpenregion und verbrannten Reifen auf den Gleisen . ;;1;0;0;0;0;20
s48594;Sie sagt uns ausführlicher und besser als Chrysipp und Crantor , was schön und was häßlich , was nützlich ist und was nicht . ;;Sie sagt uns ausführlicher und besser als Chrysipp und Crantor , was schön ist_b und was häßlich ist_b , was nützlich ist und was nicht nützlich_g ist_g . ;;;0;1;0;1;0;24
s48353;Sie schrie und rannte ... dann war die Piste verschwunden . '' ;;Sie schrie und sie_f rannte ... dann war die Piste verschwunden . '' ;Sie schrie und rannte ... dann war die Piste verschwunden . '' ;;1;0;0;0;0;12
s23908;Sie sei eine unpolitische Schwärmerin gewesen , habe sich in die farbenfrohe Phantasiewelt ihres Prinz Jussuf von Theben geflüchtet und sei schließlich völlig verarmt gestorben . ;;Sie sei eine unpolitische Schwärmerin gewesen , sie_f habe sich in die farbenfrohe Phantasiewelt ihres Prinz Jussuf von Theben geflüchtet und sie_f sei schließlich völlig verarmt gestorben . ;;;1;0;0;0;0;26
